date,title,source,url,fetched_at
2026-07-03,Cola-veri as new entrant shakes up duopoly in soft drinks market - newindianexpress.com,newindianexpress.com,https://news.google.com/rss/articles/CBMiugFBVV95cUxORTRZUWJkVV9vQklVbjBCVFNKLVN6N1E2ZVpOX2Q2clk5WjZtM0lNVUxLSF9RYTdFMUZ4eEpzZGdqRXhLOEFrb0R3UW15czl6RTFER0VvelVJR2NTekJWVzJjUWJPcDcwWkJDb2dZcE1lalQ3dE9kWi14ektOdjZYNGJMb011MFVxSUdRcHM1UXdUN0Y3SVdJck9yWkttLW5iSjFzYkR0TGNYczRnZ1p3cFc4Z3dQQ3BGVWfSAccBQVVfeXFMTy1oY1JUcFJDVDlMMi1Eb3gzbTZSTUZxNFl4Z21RNEd5ODRQVUplMDlLSzEtYjFKSzJ2SnFsQ1JKYlduSVpkYXNtQXhyT3BuRVdEcmFfazFuc3dfbXhmV1JMc0ttUUF3Y2V2Y3NmaTZHNXh6UUFZZUxhQjAwWGVoTTJTa2NkTFBXRURaVE5YUzFYRkNyVEl2cVowRGdhN09SQTNlVkpTUG5vVk5UQXlRQmNraEM1cmtPNFd6b3ZCVmFMc3lGQ0lXTQ?oc=5,2026-08-16T13:50:33+00:00
2026-07-02,Marico expects strong operating profit growth in Q1 as copra prices fall 45% from peak - Livemint,Livemint,https://news.google.com/rss/articles/CBMi8AFBVV95cUxQZHEtMC10eXdkbjFuR01KcFktX3Q5c1Fabmo4V3o2aXl0dWRhZkNaaG02bmZpOHBHb2JxMU5qcDRuTDBMd2QtR0ViTGJUclRCMXY5NDBtODRnckRhYWJDdlJJaTVubTBjeUNZZS1VdFBBbWhHMks2NC0wZnJsX2JNN0hsVWlUcERWSGZwMmt6Wm9CTkRyWm9ibnVqT092dGxoZWM0WFJLNTgxNXJYRjNmdDFiSHZDcUJHcmtBTnR2S3d0d3ItTTJSSHFMSnQwUHVXQkVlQkt6elRLMW1GWkhwSGhGWXFuYWtqQzkzdGZkakfSAfYBQVVfeXFMTUJUd0k5b0NKZ1BoTktQUHhHVWg3cFpVbjl4Ym1SWEJpZTh3QkNOVzJfdnRzbVVfSHRFLTA5TkFEYkZGSkJNQlROTzFqZHowam1mcjlVTTM3SFp1V0E5MVpId2hncUk4UDF3WVo1VE1aNEVpRXBicTF2WUxxTjFSMWw1eFBPS0Y0NlA3NkNoVDVrVUg0azZNZFN2djZON0pEZjlEMnd4Smtvemc1aEpCWVNuaTgyT0hKVTByYk9NRlhyS0NrYTgzQ1dFOHo1aGUzZFVkYTBsNXZJOENMczFCUGtWWW9MYUFrVkN3VkdjWWl0ZnNnSFF3?oc=5,2026-08-25T14:11:33+00:00
2026-07-02,Marico expects strong operating profit growth in Q1 as copra prices fall 45% from peak - livemint.com,livemint.com,https://news.google.com/rss/articles/CBMi8AFBVV95cUxQZHEtMC10eXdkbjFuR01KcFktX3Q5c1Fabmo4V3o2aXl0dWRhZkNaaG02bmZpOHBHb2JxMU5qcDRuTDBMd2QtR0ViTGJUclRCMXY5NDBtODRnckRhYWJDdlJJaTVubTBjeUNZZS1VdFBBbWhHMks2NC0wZnJsX2JNN0hsVWlUcERWSGZwMmt6Wm9CTkRyWm9ibnVqT092dGxoZWM0WFJLNTgxNXJYRjNmdDFiSHZDcUJHcmtBTnR2S3d0d3ItTTJSSHFMSnQwUHVXQkVlQkt6elRLMW1GWkhwSGhGWXFuYWtqQzkzdGZkakfSAfYBQVVfeXFMTUJUd0k5b0NKZ1BoTktQUHhHVWg3cFpVbjl4Ym1SWEJpZTh3QkNOVzJfdnRzbVVfSHRFLTA5TkFEYkZGSkJNQlROTzFqZHowam1mcjlVTTM3SFp1V0E5MVpId2hncUk4UDF3WVo1VE1aNEVpRXBicTF2WUxxTjFSMWw1eFBPS0Y0NlA3NkNoVDVrVUg0azZNZFN2djZON0pEZjlEMnd4Smtvemc1aEpCWVNuaTgyT0hKVTByYk9NRlhyS0NrYTgzQ1dFOHo1aGUzZFVkYTBsNXZJOENMczFCUGtWWW9MYUFrVkN3VkdjWWl0ZnNnSFF3?oc=5,2026-08-24T09:34:12+00:00
2026-07-02,ITC enters premium cola market with coconut-based drink - MSN,MSN,https://news.google.com/rss/articles/CBMi7gFBVV95cUxPTlRwX2xUaWJpbF9nenNkUnBoOFlfMDNCekpxRXJwLURxU09RZ0VmM0xJdVMyTFc2YzlDUjlCaEFJTlhGS1ZwRDJUMUlzcVY0Z0xXSldsMDI1bUpNVlY5U0tobU54dmJ5cmFfWml0alRWSk5QbnhHTnFlVzZhblBJYTF6NmdtWVpPblUtVDhVSGctcldRU2lKUTNFOF91ZVphdnVHa05OZ08yU054RVZrbG45QzdVb0p1c0dNRi1tQnZrcXU3VUx2R0RNbE9GeC1HSW03U0VvWTZZN21QenBHYzVOMzRUdnFwQmNtWlpB?oc=5,2026-07-21T15:21:38+00:00
2026-06-30,Coconut farmers urge Tamil Nadu govt to relax norms for ‘neera’ production - The Times of India,The Times of India,https://news.google.com/rss/articles/CBMi5AFBVV95cUxPZ1Y3blU2NGNPcTJ0OGZjVnZWQkJiaThVQVM1WEd3dWYwOHJNN2VRTFRfYldubXRGWHZRbDJNRThQR29ndk1QNFlrNWJiQllMdXJJNnE1b1NfbVlnenZiOFlRaW9idGRpdDJQYVBLM0FCRVdZZ09fTEFNU2ZUcXNQSVAyM0Z5NWIzaEJmMk10a3BXVlJhZF95cVdOeFFfTE9rcFh0a0xzd2ZXcWd2Z1JqX2hDSllWVFJ4c2liRG5GMHpheHM5eUV6R1V3dGtPVjlmVi1jTEZTczlHX3B4MmZ2ZlM4dkHSAeoBQVVfeXFMTUhUVjFZQTlJZk8yVmlaZ2JTaC1FY0hMamVXX2NjVVBhVl92OS1KYUl1amhkR3FEWFY0WkhkcG1CWXpDLUNzZmVLSnBaNG9YYnN2bEdWYmR5b2RKbWk1UnQyM3hVejNnbWRfVXlBYmlBVHo0VnlEYVlueDR3R1ZRSVZ4YkUwM1NMU3JLZ0NsR1kySExkWTJUM0kzazZ5OWRKT3VSZkJ0dHVuN29EdENnWnBEVndvTWJsR2tSVVd1SWk5RlJPVURUQU05RDBaeWhIQ1RESnhJSFFNQ2oxRjRQUzdwcTdVMlcxVGtn?oc=5,2026-08-25T14:11:33+00:00
2026-06-30,"PM Modi Sips Coconut Water With Seychelles Prez: Top 5 Places In India For Freshest One, Cost, How To Order - News18",News18,https://news.google.com/rss/articles/CBMiiwJBVV95cUxOdkhUNGV0NmlHVVRSS0dxTGVNS0NhbjlEdTJvTkxwUi1sRVRsUk9JVUZhajR6R1pBa28xbUdVNVdjVzVGUVc3MldaYWd4cUtJOTNJb2p0YUJYajdVVWREdXY2Q0tZU3BLdThhUFB1MnVXNEFJNXBrVjZScUR1MFB2WDI4aXc5bVpCUnJNYWRmNzBpb3pUNkM3WFlBT0FSOHR4TlNDZ3h3NFA4NmNPMUZZNzlSYy1uZWxENWM1cHgwN0JKNk1hclJfRXpVMVRSY2RiUjcxSFVqbTdGQUs4cGdzeGdHNEdJQUkxbEVDSDVUQXZhXzVNbGx3VlFjMG9vZUItd01ZLWhUd0hSYknSAZACQVVfeXFMT25lWFFkRlk5RUVPeDZvQnNsRjdmR3VackV6T1ZfNUNmRFBRNTRMcXZETmlvNERXeHBVeUphTWlyaG4xdlowSlladlRxemhkM2U5UEt0bW1Tam91ZFlDZFRsZVVxN3VYZUFRM1A3amNyX0xEc0FYQ0xJOEluM3J4aWtINGNDeEVfTkZiMUZWQVhBNXFrY0NGNnA3Z050WTVOVXA5ZFByZlNsLWNHUF9HMlZoSFFhRkRNUjhRMHppelZKeE8tTWhadW1kV1gtWTlNZS1RWm56UFpZRWxCNmt6cHBlb2tGX1RIenB3N3JKZzRsZTYzelB4YXdQZHpjUTdOTm5QOXhTM09sZm1YWndHUjU?oc=5,2026-08-25T14:11:33+00:00
2026-06-30,Coconut farmers urge Tamil Nadu govt to relax norms for ‘neera’ production - timesofindia.indiatimes.com,timesofindia.indiatimes.com,https://news.google.com/rss/articles/CBMi5AFBVV95cUxPZ1Y3blU2NGNPcTJ0OGZjVnZWQkJiaThVQVM1WEd3dWYwOHJNN2VRTFRfYldubXRGWHZRbDJNRThQR29ndk1QNFlrNWJiQllMdXJJNnE1b1NfbVlnenZiOFlRaW9idGRpdDJQYVBLM0FCRVdZZ09fTEFNU2ZUcXNQSVAyM0Z5NWIzaEJmMk10a3BXVlJhZF95cVdOeFFfTE9rcFh0a0xzd2ZXcWd2Z1JqX2hDSllWVFJ4c2liRG5GMHpheHM5eUV6R1V3dGtPVjlmVi1jTEZTczlHX3B4MmZ2ZlM4dkHSAeoBQVVfeXFMTUhUVjFZQTlJZk8yVmlaZ2JTaC1FY0hMamVXX2NjVVBhVl92OS1KYUl1amhkR3FEWFY0WkhkcG1CWXpDLUNzZmVLSnBaNG9YYnN2bEdWYmR5b2RKbWk1UnQyM3hVejNnbWRfVXlBYmlBVHo0VnlEYVlueDR3R1ZRSVZ4YkUwM1NMU3JLZ0NsR1kySExkWTJUM0kzazZ5OWRKT3VSZkJ0dHVuN29EdENnWnBEVndvTWJsR2tSVVd1SWk5RlJPVURUQU05RDBaeWhIQ1RESnhJSFFNQ2oxRjRQUzdwcTdVMlcxVGtn?oc=5,2026-08-16T13:50:33+00:00
2026-06-30,"PM Modi Sips Coconut Water With Seychelles Prez: Top 5 Places In India For Freshest One, Cost, How To Order - news18.com",news18.com,https://news.google.com/rss/articles/CBMiiwJBVV95cUxOdkhUNGV0NmlHVVRSS0dxTGVNS0NhbjlEdTJvTkxwUi1sRVRsUk9JVUZhajR6R1pBa28xbUdVNVdjVzVGUVc3MldaYWd4cUtJOTNJb2p0YUJYajdVVWREdXY2Q0tZU3BLdThhUFB1MnVXNEFJNXBrVjZScUR1MFB2WDI4aXc5bVpCUnJNYWRmNzBpb3pUNkM3WFlBT0FSOHR4TlNDZ3h3NFA4NmNPMUZZNzlSYy1uZWxENWM1cHgwN0JKNk1hclJfRXpVMVRSY2RiUjcxSFVqbTdGQUs4cGdzeGdHNEdJQUkxbEVDSDVUQXZhXzVNbGx3VlFjMG9vZUItd01ZLWhUd0hSYknSAZACQVVfeXFMT25lWFFkRlk5RUVPeDZvQnNsRjdmR3VackV6T1ZfNUNmRFBRNTRMcXZETmlvNERXeHBVeUphTWlyaG4xdlowSlladlRxemhkM2U5UEt0bW1Tam91ZFlDZFRsZVVxN3VYZUFRM1A3amNyX0xEc0FYQ0xJOEluM3J4aWtINGNDeEVfTkZiMUZWQVhBNXFrY0NGNnA3Z050WTVOVXA5ZFByZlNsLWNHUF9HMlZoSFFhRkRNUjhRMHppelZKeE8tTWhadW1kV1gtWTlNZS1RWm56UFpZRWxCNmt6cHBlb2tGX1RIenB3N3JKZzRsZTYzelB4YXdQZHpjUTdOTm5QOXhTM09sZm1YWndHUjU?oc=5,2026-08-04T15:43:21+00:00
2026-06-25,"Coconut oil, copra prices slide sharply as arrivals improve - BusinessLine",BusinessLine,https://news.google.com/rss/articles/CBMi0wFBVV95cUxPOXRJc0NxQ3B4TVZTcDJBYWRCTlZJakpwY2FFNUhoRmZ0ckdYT2RtYzNab3J4QzktaFBFemxrNTd1QzVRbFlpdjdlTWdNWUdrQ2V2a3RIamE5U3h6R0p2ZmRCakJOc1NQWXIxRlY3VXlHYkh2WWZOT3lOSzl4MlhUT2lLcVVNYjk4M3I3YllLZlNfZ2wwNEMxY1RFTmFmQWVKS0ZsSy12dW1uUjFBNlE4RW5LUk13ZXktU1otRTVhNklQdU51V3dwdzktT2NzdVBwMi1n0gHaAUFVX3lxTE9LdVlicWl2dlQwVVBPcG1uRHkzWUFMMWdrdHVueFpaYzQyRks0ZEhzM2NaS1FpWWhJMEJGV003Q2gxUkM0cUhXZ2t3LVczU2VYUjBqd3JTcGh4X1VETkVBa2FHVS1LUXYzalNlU20tU0dneUVoMk15aWstejB5NE1zOTZDS2h1b0w5LTMyN1NBSTFYYlpmQTFXUmtGOFhEOTNKeGRzOEszNEhPMHJLM1YyV2FFVlVxcTVsQWVrVkJCRGw2V0p4Q2Vpd2FxbXlqSmFkR3c3WXBybC1B?oc=5,2026-08-25T14:11:33+00:00
2026-06-25,"Coconut oil, copra prices slide sharply as arrivals improve - thehindubusinessline.com",thehindubusinessline.com,https://news.google.com/rss/articles/CBMi0wFBVV95cUxPOXRJc0NxQ3B4TVZTcDJBYWRCTlZJakpwY2FFNUhoRmZ0ckdYT2RtYzNab3J4QzktaFBFemxrNTd1QzVRbFlpdjdlTWdNWUdrQ2V2a3RIamE5U3h6R0p2ZmRCakJOc1NQWXIxRlY3VXlHYkh2WWZOT3lOSzl4MlhUT2lLcVVNYjk4M3I3YllLZlNfZ2wwNEMxY1RFTmFmQWVKS0ZsSy12dW1uUjFBNlE4RW5LUk13ZXktU1otRTVhNklQdU51V3dwdzktT2NzdVBwMi1n0gHaAUFVX3lxTE9LdVlicWl2dlQwVVBPcG1uRHkzWUFMMWdrdHVueFpaYzQyRks0ZEhzM2NaS1FpWWhJMEJGV003Q2gxUkM0cUhXZ2t3LVczU2VYUjBqd3JTcGh4X1VETkVBa2FHVS1LUXYzalNlU20tU0dneUVoMk15aWstejB5NE1zOTZDS2h1b0w5LTMyN1NBSTFYYlpmQTFXUmtGOFhEOTNKeGRzOEszNEhPMHJLM1YyV2FFVlVxcTVsQWVrVkJCRGw2V0p4Q2Vpd2FxbXlqSmFkR3c3WXBybC1B?oc=5,2026-08-17T13:59:27+00:00
2026-06-23,"Affected by price crash, farmers urge centre, TN to procure coconut - The New Indian Express",The New Indian Express,https://news.google.com/rss/articles/CBMixwFBVV95cUxOQkRHYTB0bjRDMjFLbm1aMXhzMXJhYS1oYlltSVFkdnlpcDVVRkVwVHhjcEszMlczbzRaSW1IdXByZ0J0MnNlQ283azZLWkNDWjF5SG8tamJlcmoyYzIwRlM5NjVmSDZnbW1VNWJIRGRkNllWaUJWNDRMRWlFTlk2VEhzel91cmk5QWpXUW9FVFloYzcyX2tsVTBKVWllR1dqLWt0a3d3d2o2YVhSd1RDbC16WnJzTk5NNzhtTlV3d2FXY1FOVlFF0gHUAUFVX3lxTE1LNHp2MGRxanpnbmRxbXQ1eU81ZEJUeTkzXzc4clYweVRHN3hCbTRlTW4wTWFVX205VWkxQ2JPWTZjc0xiSzFHZHJvcTB1NUdZeDV0WWYwT0dheXdkeGRuQnkwOWhBY3RoMUZ0M3Z1TnVwQnBrVjFwOW5odW1mcEdWVXY4VDZ6MG5rZVYtVXFtaEtfS2NDeFU4TEduWDFvN3RFT2xKQlhGa1dOWHNHOHkzcGpXdHVjazVfUEFPVEpsWjhxOEZLUUE2U1B4MWFXTXc5MkxT?oc=5,2026-08-25T14:11:33+00:00
2026-06-23,Coconut farmers face rising labour costs amid acute manpower shortage - The New Indian Express,The New Indian Express,https://news.google.com/rss/articles/CBMizAFBVV95cUxNVkVTVFNZcWU1VU5QcjgtTWw5aFRtZzhfTDlqeXpuM1R5V0d6U3p3MzkzcUpJUWJhN1FLb0lGZ1JKZnEwS0lEU2R5Uk5CZzd6UGFhQ2RyUC1Ubl95b3JsZTZpcGxqUzNvZHpYS19GN1ZjcFZ1ek5Qb2dlV1dtVEY1US13ZzY2TmR3a2RyYmp2LW9FTF9pb1ROcWJMZlhOblNPN1ZMa0FkS1UzTVg2MWhCMmZvWjR3eThETEhZdzBacUEzUUl2aW9KUnNzeFPSAdoBQVVfeXFMTzRVQ3VTdXdjclVaRE5zNGZzQVVqNF9vaEpYMFliem5iT3NZbE9CYTZrd3ltYWl1RXIxZ3JpY0s0YkpVZDlHcjFTREpERFlnUnQ3SXUySkFWT3hBeDdkUGUyVU40S2VLWE1IRm9CeUY4XzctRTJPNEtrellXZWY3LXd2UkRzbXNXT3d4bkVUemNUd1hYR0RGOTRxQ1NKTUdyamFxNmVQTEFvVVZDaFRlcko3WG94eGR1SVExLTM2aTV0QzZIRDAwZnBPRmxIT2NKd21NTjhuOE1iUWc?oc=5,2026-08-25T14:11:33+00:00
2026-06-23,"Affected by price crash, farmers urge centre, TN to procure coconut - newindianexpress.com",newindianexpress.com,https://news.google.com/rss/articles/CBMixwFBVV95cUxOQkRHYTB0bjRDMjFLbm1aMXhzMXJhYS1oYlltSVFkdnlpcDVVRkVwVHhjcEszMlczbzRaSW1IdXByZ0J0MnNlQ283azZLWkNDWjF5SG8tamJlcmoyYzIwRlM5NjVmSDZnbW1VNWJIRGRkNllWaUJWNDRMRWlFTlk2VEhzel91cmk5QWpXUW9FVFloYzcyX2tsVTBKVWllR1dqLWt0a3d3d2o2YVhSd1RDbC16WnJzTk5NNzhtTlV3d2FXY1FOVlFF0gHUAUFVX3lxTE1LNHp2MGRxanpnbmRxbXQ1eU81ZEJUeTkzXzc4clYweVRHN3hCbTRlTW4wTWFVX205VWkxQ2JPWTZjc0xiSzFHZHJvcTB1NUdZeDV0WWYwT0dheXdkeGRuQnkwOWhBY3RoMUZ0M3Z1TnVwQnBrVjFwOW5odW1mcEdWVXY4VDZ6MG5rZVYtVXFtaEtfS2NDeFU4TEduWDFvN3RFT2xKQlhGa1dOWHNHOHkzcGpXdHVjazVfUEFPVEpsWjhxOEZLUUE2U1B4MWFXTXc5MkxT?oc=5,2026-08-16T13:50:33+00:00
